movie_id,title,component_score,tfidf_norm,keyword_count,genre_count,overview_word_count,overview_char_length,title_char_length,scaled_tfidf_norm,scaled_keyword_count,scaled_genre_count,scaled_overview_word_count,scaled_overview_char_length,scaled_title_char_length,genres_list,keywords_list
12589,Jimmy Neutron: Boy Genius,47.312317473427264,0.9999999999999999,2.5649493574615367,7,4.02535169073515,5.638354669333745,3.258096538021482,3.3306690738754696e-16,0.4809580179769093,0.9999999999999999,0.7785251234890338,0.816117353913755,0.6400639125575331,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","['showdown', 'gi', 'villain', 'genius', 'alien', 'rescue', 'miniaturization', 'robot', 'battle', 'laser gun', 'spear', 'boy genius']"
62177,Brave,47.21243422586676,0.9999999999999999,2.8903717578961645,6,4.574710978503383,6.359573868672378,1.791759469228055,3.3306690738754696e-16,0.5645750340535794,0.8333333333333334,0.8847742267249059,0.9205094220036457,0.27415047311679364,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']","['scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'courage', '3d']"
13950,All About the Benjamins,46.97417849609358,1.0,3.044522437723423,3,5.117993812416755,6.8679744089702925,3.1780538303479458,4.440892098500626e-16,0.6041839234727786,0.33333333333333337,0.9898481104144663,0.9940972908074515,0.6200898540069479,"['Action', 'Adventure', 'Comedy']","['record store', 'sexuality', 'autograph', 'underwear', 'painting', 'safe', 'sexual attraction', 'motorcycle', 'juvenile delinquent', 'stoner', 'music store', 'hand on crotch', 'premarital sex', 'raised middle finger', 'employer employee relationship', 'cupcake', 'twenty something', 'money bag', 'sidewalk', 'storem']"
16608,The Proposition,46.91606532665808,0.9999999999999999,2.8903717578961645,6,4.1588830833596715,5.971261839790462,2.772588722239781,3.3306690738754696e-16,0.5645750340535794,0.8333333333333334,0.8043508281527877,0.8643036307596837,0.5189090713352313,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']","['gallows', 'australia', 'psychopath', 'outlaw', 'misanthrope', 'gang', 'shootout', 'sadist', 'brutality', 'violence', 'hideout', 'retribution', 'flogging', 'whipping', 'sunset', 'aborigine', 'savagery']"
9388,Thank You for Smoking,46.81284639740602,0.9999999999999999,3.4965075614664802,2,5.087596335232384,6.872128101338986,3.091042453358316,3.3306690738754696e-16,0.7203211264064505,0.16666666666666666,0.9839690713895815,0.99469851237362,0.5983768161916054,"['Comedy', 'Drama']","['father son relationship', 'capitalism', 'based on novel', 'smoking', 'lie', 'cigarette', 'research', 'law', 'health', 'marketing', 'politics', 'politician', 'tobacco', 'liar', 'dark comedy', 'cancer', 'independent film', 'money', 'morality', 'social satire', 'cigarette smoking', 'business', 'advertising', 'guilt', 'humiliation', 'lobby', 'bribe', 'corporation', 'lung cancer', 'lobbyist', 'tobacco industry', 'nicotine']"
26390,Brooklyn's Finest,46.59557000061777,1.0000000000000002,4.584967478670572,3,3.6635616461296463,5.529429087511423,2.8903717578961645,6.661338147750939e-16,0.9999999999999999,0.33333333333333337,0.7085529419770719,0.8003510421395341,0.5483009462335873,"['Crime', 'Drama', 'Thriller']","['male nudity', 'female nudity', 'tattoo', 'gambling', 'corruption', 'father son relationship', 'prostitute', 'robbery', 'detective', 'police brutality', 'wife husband relationship', 'card game', 'desperation', 'undercover', 'kidnapping', 'drug dealer', 'retirement', 'death of a friend', 'asthma', 'police', 'fellatio', 'blood splatter', 'revenge', 'deception', 'murder', 'betrayal', 'priest', 'breast', 'bag of money', 'shootout', 'blood on shirt', 'shot in the back', 'undercover cop', 'blood', 'suicidal', 'f word', 'shot to death', 'punched in the face', 'redemption', 'police officer killed', 'hospital', 'dirty cop', 'police corruption', 'pistol', 'new york city', 'church', 'violence', 'strangulation', 'foot chase', 'police detective', 'father daughter relationship', 'police station', 'held at gunpoint', 'catholic', 'guilt', 'brooklyn new york city', 'narcotics cop', 'nypd', 'missing person', 'racial slur', 'swat team', 'ensemble cast', 'pregnant wife', 'confessional', 'drive by shooting', 'shot in the shoulder', 'gun in mouth', 'police raid', 'reference to god', 'razor blade', 'shot through a door', 'stealing money', 'police officer shot', 'expecting twins', 'lens flare', 'flashback', 'money problems', 'family man', 'neo-noir', 'bmw', 'apathy', 'confession booth', 'thoughts of retirement', 'hail mary', 'working in the nude', 'drug raid', 'ironing money', 'bedtime prayer', 'briefing', 'shot point blank', 'reference to gregory hines', 'police badge', 'sex slave', 'trail of blood', 'gold watch', 'man slaps a woman', 'mold']"
27022,The Sorcerer's Apprentice,46.476836919998064,1.0,2.9444389791664403,5,4.248495242049359,6.075346031088684,3.258096538021482,4.440892098500626e-16,0.5784675617472461,0.6666666666666666,0.8216823117770836,0.879369180865739,0.6400639125575331,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']","['witch', 'fire', 'wolf', 'fountain', 'magic', 'book', 'castle', 'water', 'apprentice', 'training', 'merlin', 'love', 'mission', 'sorcerer', 'dragon', 'aftercreditsstinger', 'apprendista', 'morgana']"
277216,Straight Outta Compton,46.43463405605111,0.9999999999999996,3.8066624897703196,2,4.709530201312334,6.47543271670409,3.1354942159291497,0.0,0.8000151781730265,0.16666666666666666,0.9108490048188581,0.9372792816574568,0.6094694208032319,"['Drama', 'Music']","['brother brother relationship', 'aids', 'police brutality', 'rap music', 'hip-hop', 'wife husband relationship', 'vandalism', 'drug dealer', 'nightclub', 'freedom of speech', 'protest', 'rapper', 'recording contract', 'from rags to riches', 'assault', 'terminal illness', 'road trip', 'based on true story', 'feud', 'gang', 'marijuana', 'police chase', 'hospital', 'racism', 'los angeles', 'gangster', 'racial slur', 'mother son relationship', 'no opening credits', 'wrongful arrest', 'death of brother', 'milwaukee wisconsin', 'police raid', 'police harassment', 'detroit michigan', 'duringcreditsstinger', 'gangster rap', 'record company', '1980s', 'music tour', 'reference to rodney king', 'intimidation by police', 'los angeles riots', 'compton california']"
2749,15 Minutes,46.3666321712437,0.9999999999999998,3.784189633918261,3,4.564348191467836,6.3578422665081,2.3978952727983707,2.220446049250313e-16,0.7942407964876829,0.33333333333333337,0.8827700068016857,0.9202587831809359,0.4254071257465282,"['Action', 'Crime', 'Thriller']","['new york', 'female nudity', 'prison', 'prostitute', 'rape', 'robbery', 'fire', 'detective', 'airport', 'shotgun', 'prisoner', 'ex-detainee', 'attempted murder', 'paranoia', 'russian', 'eastern europe', 'video', 'knife', 'fistfight', 'police', 'thief', 'revenge', 'video camera', 'escape', 'breast', 'dead body', 'lawyer', 'shot to death', 'torture', 'fear', 'new york city', 'urination', 'violence', 'home invasion', 'criminal', 'police detective', 'death', 'drunk', 'nypd', 'news report', 'gun violence', 'graveyard', 'death of boyfriend']"
58233,Johnny English Reborn,46.30842008889673,0.9999999999999998,2.6390573296152584,5,4.564348191467836,6.376726947898627,3.091042453358316,2.220446049250313e-16,0.4999999999999999,0.6666666666666666,0.8827700068016857,0.9229922253125148,0.5983768161916054,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']","['buddhist monk', 'cooking', 'prime minister', 'kitchen', 'secret agent', 'sequel', 'mind control', 'james bond spoof', 'incompetence', 'female boss', 'klutz', 'aftercreditsstinger', 'assassination attempt']"
1648,Bill & Ted's Excellent Adventure,46.30632033626917,1.0000000000000002,2.833213344056216,3,5.093750200806762,6.755768921984255,3.4965075614664802,6.661338147750939e-16,0.5498882269911627,0.33333333333333337,0.9851592627875791,0.9778562328208545,0.6995575988633218,"['Adventure', 'Comedy', 'Science Fiction']","['jealousy', 'journey in the past', 'sigmund freud', 'time travel', 'heavy metal', 'socrates', 'billy the kid', 'school presentation', 'rhinoceros', 'phone booth', 'world peace', 'past', 'history', 'metal', 'best friend', 'napoleon bonaparte']"
98566,Teenage Mutant Ninja Turtles,46.227301397145816,0.9999999999999999,2.772588722239781,5,4.330733340286331,6.1224928095143865,3.367295829986474,3.3306690738754696e-16,0.5343107806620332,0.6666666666666666,0.8375876116128227,0.8861933886906945,0.6673137784702066,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']","['martial arts', 'terrorist', 'hero', 'mutation', 'van', 'turtle', 'vigilante', 'superhero', 'based on comic book', 'ninja', 'new york city', 'sewer', 'reboot', 'science experiment', '3d']"
26672,The Thief and the Cobbler,46.09637326406647,1.0,2.0794415416798357,5,5.017279836814924,6.727431724850855,3.258096538021482,4.440892098500626e-16,0.3562071871080221,0.6666666666666666,0.9703694744301985,0.9737545968475759,0.6400639125575331,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']","['prophecy', 'witch', 'princess', 'battle', 'desert', 'troubled production', 'unfinished film']"
123553,The Mortal Instruments: City of Bones,46.06662538162215,1.0,2.1972245773362196,6,4.330733340286331,6.142037405587356,3.6375861597263857,4.440892098500626e-16,0.3864714404995685,0.8333333333333334,0.8375876116128227,0.8890223494364843,0.734762707033463,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']","['angel', 'vampire', 'werewolf', 'warlock', 'downworlder', 'shadowhunter', 'demon hunter', 'based on young adult novel']"
20455,Digimon: The Movie,46.06506887454818,0.9999999999999999,2.5649493574615367,4,5.062595033026967,6.805722553416985,2.9444389791664403,3.3306690738754696e-16,0.4809580179769093,0.5,0.9791336822404401,0.9850867154517176,0.561793016588386,"['Fantasy', 'Animation', 'Science Fiction', 'Family']","['video game', 'monster', 'loss of energy', 'egg', 'computer', 'good vs evil', 'internet', 'based on video game', 'giant egg', 'animal trainer', 'superhero kids', 'anime']"
44833,Battleship,45.93873956269266,0.9999999999999999,3.295836866004329,4,4.543294782270004,6.29156913955832,2.3978952727983707,3.3306690738754696e-16,0.6687589575263583,0.5,0.878698161841323,0.9106661533848689,0.4254071257465282,"['Thriller', 'Action', 'Adventure', 'Science Fiction']","['fight', 'u.s. navy', 'mind reading', 'hong kong', 'soccer', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'uss john paul jones', 'based on board game', 'aftercreditsstinger', 'mighty mo', 'uss missouri']"
62764,Mirror Mirror,45.896866817160415,1.0,3.044522437723423,6,3.871201010907891,5.627621113690637,2.6390573296152584,4.440892098500626e-16,0.6041839234727786,0.8333333333333334,0.7487115354428878,0.8145637373814032,0.4855873118377672,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Family']","['attempted murder', 'fairy tale', 'black magic', 'cockroach', 'villainess', 'good vs evil', 'woman fights man', 'insecurity', 'mirror', 'snow kingdom', 'snow white', 'evil queen', 'enchantress', 'gala', 'financial problem', 'pendant', 'half naked man', 'returning money', 'evil plot', 'duringcreditsstinger']"
810,Shrek the Third,45.86975410721717,1.0,3.295836866004329,5,4.04305126783455,5.6131281063880705,2.772588722239781,4.440892098500626e-16,0.6687589575263583,0.6666666666666666,0.7819483189029227,0.812465963214348,0.5189090713352313,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","['ambush', 'sadness', 'stage', 'liberation of prisoners', 'island', 'traitor', 'shipwreck', 'prince', 'ship', 'donkey', 'kingdom', 'theatre play', 'transformation', 'conciliation', 'tricks', 'heir to the throne', 'assault', 'boarding school', ""coup d'etat"", 'teacher', 'best friend', 'dragon', 'cowardliness', 'pregnancy', 'capture', 'duringcreditsstinger']"
82690,Wreck-It Ralph,45.84549599172091,1.0,2.9444389791664403,4,4.74493212836325,6.490723534502507,2.70805020110221,4.440892098500626e-16,0.5784675617472461,0.5,0.9176959319314629,0.9394925340143355,0.5028039664801112,"['Family', 'Animation', 'Comedy', 'Adventure']","['support group', 'product placement', 'bullying', 'racing', 'arcade', 'medal', 'self esteem', 'curiosity', 'precocious child', 'aftercreditsstinger', 'duringcreditsstinger', 'first person shooter', 'glitch', 'carefree', 'video gamer', 'q*bert', 'interrupted wedding', 'social reject']"
8961,Bad Boys II,45.838887524996714,1.0,3.295836866004329,5,4.060443010546419,5.8971538676367405,2.4849066497880004,4.440892098500626e-16,0.6687589575263583,0.6666666666666666,0.7853119774556924,0.8535769550386695,0.44712016356187073,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","['miami', 'ku klux klan', 'cuba', 'undercover', 'mexican standoff', 'ecstasy', 'guantánamo', 'slaughter', 'shootout', 'gunfight', 'bromance', 'gangster', 'violence', 'foot chase', 'interrogation', 'car chase', 'drug lord', 'exploding house', 'narcotics cop', 'illegal drugs', 'dea agent', 'buddy cop', 'criminal underworld', 'action hero', 'haitian gang', 'minefield']"
5925,The Great Escape,45.80515774810368,1.0,3.2188758248682006,5,4.02535169073515,5.783825182329737,2.833213344056216,4.440892098500626e-16,0.6489838817929049,0.6666666666666666,0.7785251234890338,0.8371733209646525,0.5340374919117494,"['Adventure', 'Drama', 'History', 'Thriller', 'War']","['based on novel', 'optimism', 'switzerland', 'baseball', 'famous score', 'prisoner', 'shower', 'world war ii', 'prisoners of war', 'claustrophobia', 'nazis', 'machinegun', 'attempt to escape', 'uniform', 'freedom', 'based on true story', 'prison guard', 'escape', 'swastika', 'barbed wire', 'solitary confinement', 'motorcycle', 'motorcycle jump', 'alps']"
8810,Mad Max 2: The Road Warrior,45.68480222949634,0.9999999999999999,3.367295829986474,4,4.060443010546419,5.921578419643816,3.332204510175204,3.3306690738754696e-16,0.6871202790953003,0.5,0.7853119774556924,0.857112259559855,0.6585570022828444,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['explosive', 'boomerang', 'pilot', 'chase', 'post-apocalyptic', 'dystopia', 'deal', 'survivor', 'feral child', 'australia', 'community', 'ex-cop', 'truck', 'sequel', 'independent film', 'oil', 'wasteland', 'gang rape', 'violence', 'dog', 'desolate', 'oil refinery', 'disfigurement mask', 'music box', 'oil tanker', 'wanderer', 'ozploitation', 'motorcycle gangs']"
616,The Last Samurai,45.657351440430645,0.9999999999999999,3.4657359027997265,4,4.174387269895637,5.916202062607435,2.833213344056216,3.3306690738754696e-16,0.7124143742160443,0.5,0.8073494229750218,0.85633406476092,0.5340374919117494,"['Drama', 'Action', 'War', 'History']","['japan', 'war crimes', 'sense of guilt', 'swordplay', 'general', 'samurai', 'war veteran', 'katana', 'sword', 'arms deal', 'homeland', 'emperor', 'language barrier', 'self-discovery', 'mountain village', 'foreign legion', 'mercenary', 'campaign', 'commercial agreement', 'insurgence', 'leader', 'war strategy', 'gettysburg', 'loss of husband', 'slaughter', 'soldier', 'alcoholic', 'u.s. soldier', 'japanese army', '19th century', 'war trauma']"
11658,Tae Guk Gi: The Brotherhood of War,45.640096104848205,0.9999999999999998,1.9459101490553132,5,4.919980925828125,6.714170529909472,3.5553480614894135,2.220446049250313e-16,0.3218964064459889,0.6666666666666666,0.9515513306973928,0.9718351199859732,0.7142408052010849,"['Action', 'Adventure', 'Drama', 'History', 'War']","['archaeologist', 'korean war', 'north korea', 'south korea', 'air raid', 'pyre']"
182,The Good German,45.56349234668771,1.0000000000000002,2.6390573296152584,6,4.127134385045092,5.916202062607435,2.772588722239781,6.661338147750939e-16,0.4999999999999999,0.8333333333333334,0.7982104555406594,0.85633406476092,0.5189090713352313,"['War', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","['berlin', 'corruption', 'nazi background', ""love of one's life"", 'chauffeur', 'black market', 'missile', 'postwar period', 'war correspondent', 'allied', 'truth', 'murder', 'humanity']"
156022,The Equalizer,45.50114230251909,0.9999999999999998,3.332204510175204,3,4.736198448394496,6.499787040655854,2.6390573296152584,2.220446049250313e-16,0.678103593554011,0.33333333333333337,0.9160067902617206,0.9408044210971545,0.4855873118377672,"['Thriller', 'Action', 'Crime']","['corruption', 'assassin', 'hostage', 'fbi', 'hitman', 'russian', 'security camera', 'sadism', 'vigilante', 'sociopath', 'revenge', 'suspense', 'organized crime', 'gore', 'gangster', 'violence', 'teenage prostitute', 'commando', 'interrogation', 'surveillance', 'ex soldier', 'faked death', 'loner', 'call girl', 'black ops', 'hand to hand combat', 'mysterious past']"
435,The Day After Tomorrow,45.44329089933652,0.9999999999999998,3.332204510175204,4,4.143134726391533,5.905361848054571,3.1354942159291497,2.220446049250313e-16,0.678103593554011,0.5,0.8013050094280316,0.8547650100037125,0.6094694208032319,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['saving the world', 'library', 'cataclysm', 'climate change', 'greenhouse effect', 'tornado', 'twister', 'hurricane', 'hail', 'temperature drop', 'ice age', 'polar zone', 'meteorology', 'gulfstream', 'barrier ice', 'ice melting', 'third world', 'exodus', 'evacuation', 'climate', 'government', 'snow', 'los angeles', 'scientist', 'doomsday', 'antarctic', 'disaster movie']"
9824,Mystery Men,45.44261492389743,1.0,3.2188758248682006,5,4.060443010546419,5.869296913133774,2.4849066497880004,4.440892098500626e-16,0.6489838817929049,0.6666666666666666,0.7853119774556924,0.8495448312489571,0.44712016356187073,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']","['bowling', 'hostage', 'sphinx', 'training', 'insane asylum', 'tools', 'frankenstein', 'casanova', 'superhero', 'based on comic book', 'independent film', 'comedy', 'spoof', 'skull', 'shovel', 'disco', 'superhero spoof', 'invisible man', 'dark horse comics', 'invisibility', 'rajah', 'bowling ball', 'spleen', 'evil genius']"
11702,The Replacement Killers,45.44126848704546,0.9999999999999998,3.044522437723423,4,4.430816798843313,6.07993319509559,3.1780538303479458,2.220446049250313e-16,0.6041839234727786,0.5,0.8569443021379316,0.8800331448004034,0.6200898540069479,"['Action', 'Drama', 'Crime', 'Thriller']","['usa', 'china', 'assault rifle', 'sniper', 'chinatown', 'drug dealer', 'hitman', 'funeral', 'conscientious objector', 'revenge', 'on the run', 'fugitive', 'one man army', 'sunglasses', 'drug lord', 'silencer', 'uzi', 'police raid', 'contract killer', 'replacement']"
98,Gladiator,45.37460008365951,0.9999999999999996,2.995732273553991,3,5.1647859739235145,6.862757913051401,2.302585092994046,0.0,0.591647331227469,0.33333333333333337,0.9988979714239314,0.993342234927554,0.40162318380839473,"['Action', 'Drama', 'Adventure']","['rome', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'battlefield', 'blood', 'ancient world', 'father daughter relationship', 'combat', 'mother son relationship', 'dream sequence', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor']"
1979,Fantastic 4: Rise of the Silver Surfer,45.28848563567826,1.0,3.4011973816621555,4,3.871201010907891,5.594711379601839,3.6635616461296463,4.440892098500626e-16,0.6958312547002479,0.5,0.7487115354428878,0.8098002546497061,0.7412446952292495,"['Adventure', 'Fantasy', 'Action', 'Thriller']","['fire', 'helicopter', 'surfboard', 'mask', 'satellite', 'airplane', 'transformation', 'forest', 'resurrection', 'marvel comic', 'sequel', 'superhero', 'based on comic book', 'outer space', 'wedding', 'explosion', 'scientist', 'interrogation', 'double cross', 'fantastic four', 'military', 'earth in peril', 'superhuman strength', 'duringcreditsstinger', 'invisibility', 'silver surfer', 'forcefield', 'elasticity', 'absorbing power']"
101299,The Hunger Games: Catching Fire,45.13633720917967,0.9999999999999999,3.295836866004329,3,4.394449154672439,6.18826412308259,3.4657359027997265,3.3306690738754696e-16,0.6687589575263583,0.33333333333333337,0.8499106000307837,0.8957133840688953,0.6918787617803084,"['Adventure', 'Action', 'Science Fiction']","['competition', 'based on novel', 'mentor', 'secret', 'factory', 'television', 'propaganda', 'future', 'dystopia', 'alliance', 'games', 'president', 'uprising', 'sequel', 'murder', 'survival', 'conspiracy', 'rebellion', 'blood', 'female protagonist', 'tournament', 'explosion', 'danger', 'imax', 'winner', 'based on young adult novel']"
1894,Star Wars: Episode II - Attack of the Clones,45.09068604604172,1.0,2.8903717578961645,3,4.653960350157523,6.416732282512326,3.8066624897703196,4.440892098500626e-16,0.5645750340535794,0.33333333333333337,0.9001014904259814,0.9287827528231272,0.7769544395969048,"['Adventure', 'Action', 'Science Fiction']","['senate', 'investigation', 'army', 'death star', 'jedi', 'cult figure', 'wedding', 'violence', 'kendo', 'laser gun', 'space opera', 'spaceport', 'teenage rebellion', 'good becoming evil', 'alien race', 'mechanical hand', 'yoda']"
9631,The Negotiator,45.05752936296885,0.9999999999999998,2.4849066497880004,6,4.174387269895637,6.023447592961033,2.70805020110221,2.220446049250313e-16,0.46039111058080084,0.8333333333333334,0.8073494229750218,0.8718571993603258,0.5028039664801112,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['corruption', 'hostage', 'pension', 'innocence', 'police', 'hostage-taking', 'murder', 'suspense', 'conspiracy', 'bullet wound', 'negotiator']"
